time,i_br_D,i_br_Q
0.0,1.0003543488898967,-0.2105453483199016
0.002004008016032064,1.000354349973828,-0.21054534845040115
0.004008016032064128,1.0003543490142732,-0.21054534811116316
0.0060120240480961915,1.0003543481052837,-0.21054534783173887
0.008016032064128256,1.000354347272746,-0.2105453476051899
0.01002004008016032,1.000354346540463,-0.21054534742566408
0.012024048096192383,1.000354345927885,-0.21054534728923724
0.014028056112224447,1.0003543454494765,-0.210545347193168
0.01603206412825651,1.0003543451147223,-0.21054534713537176
0.018036072144288574,1.0003543449280414,-0.21054534711392775
0.02004008016032064,1.0003543448888377,-0.21054534712694672
0.022044088176352703,1.0003543451259678,-0.21054534727315133
0.024048096192384766,1.000354345228501,-0.2105453472752354
0.026052104208416832,1.0003543455702208,-0.21054534735303854
0.028056112224448895,1.0003543460144328,-0.2105453474710558
0.03006012024048096,1.0003543465253122,-0.21054534760824856
0.03206412825651302,1.0003543470721277,-0.21054534775538652
0.03406813627254509,1.0003543476187726,-0.2105453479045993
0.03607214428857715,1.000354348123702,-0.21054534804705463
0.038076152304609215,1.0003543485401805,-0.21054534817260703
0.04008016032064128,1.000354348816344,-0.21054534826977242
0.04208416833667334,1.0003543488951554,-0.2105453483256404
0.044088176352705406,1.0003543503778118,-0.2105453486410958
0.04609218436873747,1.0003543644913526,-0.21054534988384035
0.04809619238476953,1.0003543532174188,-0.21054534929134366
0.0501002004008016,1.0003543537979274,-0.2105453493881599
0.052104208416833664,1.0003543539962814,-0.2105453494355893
0.05410821643286573,1.0003543538517083,-0.21054534941963537
0.05611222444889779,1.000354353432453,-0.21054534934626426
0.058116232464929855,1.000354352803118,-0.21054534922664747
0.06012024048096192,1.0003543520225862,-0.21054534907205513
0.06212424849699398,1.0003543511443163,-0.21054534889304105
0.06412825651302605,1.00035435021646,-0.2105453486993598
0.06613226452905811,1.0003543492818834,-0.21054534849990553
0.06813627254509018,1.0003543483782027,-0.21054534830272656
0.07014028056112225,1.0003543475377643,-0.21054534811495687
0.0721442885771543,1.0003543469066516,-0.21054534803977312
0.07414829659318636,1.0003543461520763,-0.2105453478180447
0.07615230460921843,1.0003543456375457,-0.21054534767117797
0.0781563126252505,1.0003543452702819,-0.21054534757014493
0.08016032064128256,1.0003543450482015,-0.21054534750255793
0.08216432865731463,1.0003543449728287,-0.2105453474670234
0.08416833667334668,1.0003543450401768,-0.2105453474632942
0.08617234468937875,1.0003543452408197,-0.21054534749019088
0.08817635270541081,1.000354345560031,-0.21054534754536416
0.09018036072144288,1.0003543459778823,-0.21054534762532381
0.09218436873747494,1.0003543464692806,-0.21054534772531072
0.09418837675350701,1.0003543470039324,-0.2105453478393616
0.09619238476953906,1.0003543515012407,-0.21054534865719327
0.09819639278557113,1.0003543480826802,-0.21054534813240391
0.1002004008016032,0.9651342831831528,-0.21112642768145984
0.10220440881763526,0.8759039677945921,-0.23409847150604238
0.10420841683366733,0.853551874728775,-0.273476644387274
0.1062124248496994,0.8319729180260025,-0.3199177373131217
0.10821643286573146,0.8087026863675142,-0.3471365594435076
0.11022044088176351,0.7887006935459134,-0.3596690532813741
0.11222444889779558,0.7732070327426135,-0.36228349914914226
0.11422845691382764,0.7619508612408249,-0.3589218767901555
0.11623246492985971,0.7540436726389125,-0.3521535720494095
0.11823647294589178,0.7486597245355224,-0.3434828975956427
0.12024048096192384,0.745216560785021,-0.3338186510089249
0.1222444889779559,0.7433206252624243,-0.323772554096061
0.12424849699398796,0.7426860624134041,-0.3137917234697521
0.12625250501002003,0.7431021464324025,-0.30420643348660903
0.1282565130260521,0.7443754261245712,-0.29524156045302435
0.13026052104208416,0.7463554176941631,-0.28703922209651056
0.13226452905811623,0.748901448315876,-0.2796706684958138
0.1342685370741483,0.7519072512173318,-0.27316006940714344
0.13627254509018036,0.7552863346059955,-0.26749658747375843
0.13827655310621242,0.7589514351211988,-0.2626428315271235
0.1402805611222445,0.7628484804319031,-0.2585500782878633
0.14228456913827653,0.7669171286744912,-0.2551570079445653
0.1442885771543086,0.7711171290869058,-0.2524002094345898
0.14629258517034066,0.775410810224171,-0.2502137019898648
0.14829659318637273,0.7797663486547762,-0.24853228079798037
0.1503006012024048,0.7841568380565522,-0.24729314235223238
0.15230460921843686,0.7885595257381618,-0.24643697124394368
0.15430861723446893,0.7929551838356158,-0.24590861633718236
0.156312625250501,0.7973275917116974,-0.2456574574913973
0.15831663326653306,0.8016631047929316,-0.24563754685222788
0.16032064128256512,0.805950294191649,-0.24580758356094562
0.1623246492985972,0.8101797123084038,-0.24613075047806407
0.16432865731462926,0.8143434435789976,-0.24657459644779686
0.16633266533066132,0.8184341297159939,-0.2471106361801444
0.16833667334669336,0.8224485766337182,-0.24771405462189044
0.17034068136272543,0.82638076088771,-0.24836357495360478
0.1723446893787575,0.8302285519978837,-0.24904094716326758
0.17434869739478956,0.8339895843231494,-0.2497307342434776
0.17635270541082163,0.8376622028718942,-0.2504200032058698
0.1783567134268537,0.8412453679864157,-0.2510980491720918
0.18036072144288576,0.8447385699006729,-0.2517561366435872
0.18236472945891782,0.8481417532607708,-0.25238726012145696
0.1843687374749499,0.85145525095726,-0.2529859249965215
0.18637274549098196,0.854679725223617,-0.2535479477547918
0.18837675350701402,0.8578161162288509,-0.25407027574193997
0.1903807615230461,0.8608655965975278,-0.25455082504851106
0.19238476953907813,0.8638295314885488,-0.2549883356667596
0.1943887775551102,0.8667094435018654,-0.25538224265141435
0.19639278557114226,0.8695069820160543,-0.2557325621432899
0.19839679358717432,0.8722238963594108,-0.25603979094991586
0.2004008016032064,0.8748527138582475,-0.2563054064426542
0.20240480961923846,0.8774226951833785,-0.25652847948670426
0.20440881763527052,0.8799045049735678,-0.25671325807654377
0.2064128256513026,0.8823171232839238,-0.25685942467239925
0.20841683366733466,0.8846595557081331,-0.25697001728126867
0.21042084168336672,0.8869318805028711,-0.2570459930897106
0.2124248496993988,0.8891374519479875,-0.2570898172477276
0.21442885771543085,0.8912778047474428,-0.25710341664346736
0.21643286573146292,0.8933547986585454,-0.2570887285060961
0.21843687374749496,0.8953703089319698,-0.25704772199498876
0.22044088176352702,0.8973261774880013,-0.2569823443398284
0.2224448897795591,0.8992242081271569,-0.2568944989120498
0.22444889779559116,0.9010667239623145,-0.2567863292432596
0.22645290581162322,0.9028537767163585,-0.2566588148349755
0.2284569138276553,0.9045886665910718,-0.2565143142107906
0.23046092184368736,0.9062725537292037,-0.2563543882110079
0.23246492985971942,0.9079069804733236,-0.25618054122778733
0.2344689378757515,0.909493479821238,-0.2559942411022671
0.23647294589178355,0.9110335515332878,-0.2557968815420192
0.23847695390781562,0.9125286450017281,-0.25558977602316635
0.24048096192384769,0.9139801671533819,-0.2553741573842802
0.24248496993987975,0.9153894764611171,-0.25515117991279923
0.2444889779559118,0.9167578876834656,-0.2549219209208836
0.24649298597194386,0.9180866727570547,-0.25468738302740324
0.24849699398797592,0.9193770620613598,-0.2544484967573246
0.250501002004008,0.9206302472323433,-0.2542061232582844
0.25250501002004005,0.9218473719647784,-0.2539610581315152
0.2545090180360721,0.9230295365860364,-0.2537140273601589
0.2565130260521042,0.9241778446139699,-0.25346571375316873
0.25851703406813625,0.9252930095900017,-0.2532166963313872
0.2605210420841683,0.9263766356256575,-0.2529675888689896
0.2625250501002004,0.9274294143247722,-0.25271888660028
0.26452905811623245,0.9284522772849472,-0.25247105579622736
0.2665330661322645,0.9294461237645288,-0.25222451264761886
0.2685370741482966,0.9304118420542528,-0.2519796380401345
0.27054108216432865,0.9313502607493055,-0.2517367670156852
0.2725450901803607,0.93226220790443,-0.2514962083814023
0.2745490981963928,0.9331484472950606,-0.25125822205702975
0.27655310621242485,0.9340097563003379,-0.25102304605204656
0.2785571142284569,0.9348468817984658,-0.2507908992857491
0.280561122244489,0.9356605398352056,-0.25056196739314324
0.282565130260521,0.9364513978110558,-0.25033639496749077
0.28456913827655306,0.9372201466991271,-0.2501143287922445
0.2865731462925851,0.9379674266674581,-0.24989588267580065
0.2885771543086172,0.9386938630347934,-0.2496811520157052
0.29058116232464926,0.9394000616377542,-0.2494702154001093
0.2925851703406813,0.9400866089833415,-0.2492631355686386
0.2945891783567134,0.9407540729544395,-0.2490599607085346
0.29659318637274545,0.9414030035032241,-0.24886072575590715
0.2985971943887775,0.9420339333089813,-0.24866545361475603
0.3006012024048096,0.9426473784075418,-0.2484741562891974
0.30260521042084165,0.943243838795257,-0.248286835934828
0.3046092184368737,0.9438237990081778,-0.24810348583256134
0.3066132264529058,0.9443877286757398,-0.24792409129027482
0.30861723446893785,0.9449360830518492,-0.24774863047609755
0.3106212424849699,0.9454693035227781,-0.24757707518717995
0.312625250501002,0.945987818093775,-0.24740939155730687
0.31462925851703405,0.9464920418553449,-0.2472455407089887
0.3166332665330661,0.9469823774299179,-0.24708547935174321
0.3186372745490982,0.9474592153996167,-0.24692916033148363
0.32064128256513025,0.9479229347165218,-0.2467765331337366
0.3226452905811623,0.9483739030962752,-0.2466275443443304
0.3246492985971944,0.9488124773933014,-0.24648213806925617
0.32665330661322645,0.9492390039652543,-0.24634025631960926
0.3286573146292585,0.9496538190181814,-0.24620183936004614
0.3306613226452906,0.9500572489398355,-0.2460668260269749
0.33266533066132264,0.9504496106197443,-0.24593515401708718
0.33466933867735466,0.9508312117559671,-0.24580676014853695
0.3366733466933867,0.9512023511506579,-0.24568158059751335
0.3386773547094188,0.9515633189921631,-0.24555955111070144
0.34068136272545085,0.9519143971311831,-0.24544060719792993
0.3426853707414829,0.9522558593394724,-0.24532468430500062
0.344689378757515,0.9525879715636201,-0.24521171796747773
0.34669338677354705,0.9529109921689489,-0.245101643948866
0.3486973947895791,0.9532251721710816,-0.24499439836411807
0.3507014028056112,0.9535307554644712,-0.24488991778783373
0.35270541082164325,0.9538279790378659,-0.24478813935093166
0.3547094188376753,0.9541170731840153,-0.24468900082597664
0.3567134268537074,0.9543982617015915,-0.2445924407008373
0.35871743486973945,0.954671762090397,-0.24449839824342773
0.3607214428857715,0.9549377857393827,-0.24440681355774801
0.3627254509018036,0.9551965381082497,-0.2443176276315476
0.36472945891783565,0.9554482189026957,-0.2442307823771647
0.3667334669338677,0.9556930222030918,-0.24414622066974676
0.3687374749498998,0.9559311367234458,-0.24406388636544768
0.37074148296593185,0.9561627459175114,-0.24398372432881127
