time,pi_cc_d,pi_cc_q,theta_pll,gamma_pll,i_vsc_a,i_vsc_b,i_vsc_c,v_sh_a,v_sh_b,v_sh_c,i_bus_a,i_bus_b,i_bus_c,i_l_f,v_dc_f,i_dc_f,i_load_f,x_1,x_2,i_L,v_dc,i_load,soc
0.0,0.24562387635328198,0.0005971569499863549,-0.0025073718408679824,0.0,-1.1157651997457845,0.5837699464100027,0.5319952533357815,1.408384007045068,-0.8051537105810788,-0.6032302964639888,-1.131014845191197,0.5802074229194469,0.5508074222717497,-0.37366487834896756,1.0,-0.7868324391744838,0.6,-0.18683243917448378,0.5,-0.37366487834896756,1.0,0.6,0.01
0.004008016032064128,0.24562387635316757,0.0005971569516274602,1.5084790747758485,7.728637806997836e-12,-0.09653268789655327,-0.9147394952503048,1.0112721831466922,0.2005571482050335,1.1112019498314638,-1.3117590980365654,-0.0845492871961787,-0.9345828762729859,1.019132163469,-0.37366487836528994,0.9999999999996823,-0.7868324391912428,0.6,-0.18683243917451964,0.5000000000005012,-0.3736648781593031,1.0000000000016764,0.6,0.008502345176721285
0.008016032064128256,0.24562387635159227,0.0005971569516975291,3.019465521398878,1.6871043212303574e-10,1.1042248481077392,-0.6931256266892437,-0.4110992214185726,-1.3844076877457643,0.937996170286034,0.44641151745978763,1.1209070903258633,-0.691935349907073,-0.42897174041883385,-0.37366487828857575,0.9999999999994902,-0.7868324391379193,0.6,-0.18683243917447018,0.500000000000096,-0.37366487829541,0.9999999999982588,0.6,0.007004690354568004
0.012024048096192383,0.2456238763484226,0.0005971569514966345,4.530451968006045,-7.011152537875913e-11,0.22854106394182264,0.8318773790658116,-1.0604184430076926,-0.3660609535581314,-0.9990659351053783,1.3651268886635057,0.2185519982678965,0.8518630551283594,-1.0704150533962962,-0.37366487833292517,0.999999999998558,-0.7868324390490518,0.6,-0.18683243917440662,0.4999999999997691,-0.37366487839892026,0.9999999999762524,0.6,0.005507035531244827
0.01603206412825651,0.24562387634697255,0.0005971569516530684,6.041438414629018,8.405176532946002e-11,-1.0769031393281467,0.7925752985811748,0.28432784074691475,1.3406456905396862,-1.0574329757087202,-0.28321271483093857,-1.0947795561048115,0.7937742750407037,0.30100528106402985,-0.3736648783009038,0.9999999999969891,-0.7868324390277408,0.6,-0.18683243917421855,0.5000000000002366,-0.37366487817360244,0.9999999999739901,0.6,0.004009380708622712
0.02004008016032064,0.24562387634876692,0.0005971569515072823,7.552424861248128,1.4074359188626393e-10,-0.3572831764443992,-0.7371262441596313,1.0944094206039237,0.526333080742026,0.8726514751464511,-1.3989845558885257,-0.34943121015365664,-0.7569685853974245,1.1063997955509746,-0.37366487829811545,0.9999999999963474,-0.7868324391268191,0.6,-0.18683243917395378,0.49999999999956435,-0.3736648783914601,0.9999999999918524,0.6,0.0025117258858416923
0.024048096192384766,0.24562387635077249,0.0005971569514617822,9.063411307869517,2.539728215010714e-10,1.0341905010416084,-0.880697611367965,-0.15349288967373573,-1.2777234007761897,1.1617571241424098,0.11596627663376899,1.0530056120446911,-0.8842687122623035,-0.16873689978248146,-0.37366487831229256,0.9999999999948744,-0.786832439230342,0.6,-0.18683243917360437,0.49999999999977857,-0.3736648782558522,1.0000000000087848,0.6,0.0010140710628095773
0.028056112224448895,0.24562387635006458,0.0005971569513652594,10.574397754485219,2.2486794157467563e-10,0.48091904855651596,0.6318401990717029,-1.112759247628319,-0.6790829355940068,-0.7337651996193045,1.412848135213331,0.47531640187514584,0.6512556220589478,-1.1265720239341905,-0.3736648782881723,0.9999999999939756,-0.7868324392264716,0.6,-0.18683243917314984,0.49999999999952877,-0.3736648782940037,1.0000000000092817,0.6,-0.0004835837597862054
0.03206412825651302,0.24562387634985305,0.0005971569511938209,12.085384201100773,1.928345866028656e-10,-0.9766973456125728,0.9562331069549246,0.020464238657558892,1.1965400548102358,-1.2494775927587258,0.05293753794846586,-0.9961822436452022,0.9621252914119964,0.03405695223311375,-0.3736648783063647,0.9999999999930557,-0.7868324392364663,0.6,-0.18683243917263426,0.49999999999926925,-0.3736648783359841,1.0000000000084543,0.6,-0.001981238582799262
0.03607214428857715,0.24562387634790858,0.0005971569511968631,13.596370647715718,1.4566575850339908e-10,-0.5976816984343967,-0.5175239957951958,1.1152056942295059,0.8221274406573902,0.5843920683739476,-1.4065195090313185,-0.594408440884391,-0.5362350161232766,1.1306434570075874,-0.3736648782961401,0.9999999999920436,-0.786832439189591,0.6,-0.1868324391720325,0.49999999999931355,-0.37366487825358624,0.9999999999996693,0.6,-0.0034788934055602462
