time,i_bus_a,i_bus_b,i_bus_c,angle_ref
0.0,1.2774613929550658,-0.0611598000303537,-1.2163015929247116,0.018694894641386232
0.004008016032064128,-0.5893696534966331,1.433544514692286,-0.8441748611953336,1.5296813412577195
0.008016032064128256,-1.3479196340821074,0.23253783808128503,1.1153817960011163,3.0406677878740536
0.012024048096192383,0.4282279435713354,-1.405744989350071,0.9775170457790268,4.551654234490386
0.01603206412825651,1.3991136887713684,-0.40059252100351667,-0.9985211677668557,6.062640681106718
0.02004008016032064,-0.2609660718542235,1.357854778289679,-1.0968887064346038,7.573627127723044
0.024048096192384766,-1.430311707935393,0.5629219156754542,0.8673897922607487,9.084613574339386
0.028056112224448895,0.08997448690703123,-1.290558269569009,1.2005837826627532,10.595600020955732
0.03206412825651302,1.4410681210813625,-0.7172062129892925,-0.7238619080913298,12.106586467572065
0.03607214428857715,0.08230291278622424,1.2048174124351232,-1.2871203252206445,13.617572914188397
0.04008016032064128,-1.4312288321109086,0.8612402400567157,0.5699885920548122,15.128559360804733
0.044088176352705406,-0.2534041344290724,-1.1018574938521786,1.3552616282818895,16.639545807421054
0.04809619238476953,1.4009347495826048,-0.992965590966455,-0.4079691586155402,18.150532254037348
0.052104208416833664,0.42088373067674173,0.9831499907874491,-1.404033721463609,19.661518700653648
0.05611222444889779,-1.3506187542742276,1.1104996735837471,0.2401190806910461,21.17250514726998
0.06012024048096192,-0.582348109302556,-0.8503914738432128,1.4327395831462941,22.683491593886313
0.06412825651302605,1.2809998977977985,-1.21216258774907,-0.0688373100482428,24.194478040502645
0.06813627254509018,0.7354896813947137,0.7054793014714869,-1.4409689828657384,25.70546448711896
0.0721442885771543,-1.193073286568633,1.2965016099578692,-0.10342832338879113,27.216450933735253
0.07615230460921843,-0.8781197451156703,-0.5504845404885758,1.4286042856046695,28.727437380351546
0.08016032064128256,1.0880954829715546,-1.3623112546140084,0.27421577164285615,30.238423826967875
0.08416833667334668,1.0081998296681935,0.3876223552660251,-1.3958221849336259,31.749410273584207
0.08817635270541081,-0.9675666382988917,1.4086507852677208,-0.4410841469683183,33.260396720200546
0.09218436873747494,-1.1238709789181354,-0.21922030723470481,1.3430912861533315,34.7713831668169
0.09619238476953906,0.8332096508303559,-1.434858282811297,0.6016486319814214,36.2823696134333
0.1002004008016032,1.223479894959262,0.04768521914694141,-1.2711651141057445,37.79335606004972
0.10420841683366733,-0.6869444840107969,1.4405589487196842,-0.753614464708463,39.30434250666608
0.10821643286573146,-1.305603107300851,0.12453138077395877,1.181071726527285,40.81532895328241
0.11222444889779558,0.5308616903011522,-1.4256714139681335,0.8948097236673589,42.32631539989874
0.11623246492985971,1.3690667518033997,-0.294968217593505,-1.0740985342095266,43.83730184651509
0.12024048096192384,-0.3671918729909317,1.390408448486335,-1.023216575495057,45.34828829313149
0.12424849699398796,-1.4129639710141912,0.46118938550552874,0.9517745855089876,46.859274739747896
0.1282565130260521,0.19827421041996168,-1.3352739705564227,1.136999760136778,48.37026118636423
0.13226452905811623,1.436667352575428,-0.6208193290074159,-0.8158480235677019,49.88124763298052
0.13627254509018036,-0.02652284090817461,1.2610559378534334,-1.2345330969449668,51.39223407959679
0.1402805611222445,-1.4398381684192807,0.7715766448738475,0.6682615235457122,52.90322052621308
0.1442885771543086,-0.1456075709400019,-1.1688151939767846,1.3144227649170592,54.414206972829405
0.14829659318637273,1.4224309584131605,-0.9113066725911126,-0.5111242858217814,55.925193419445755
0.15230460921843686,0.31565698396071956,1.0598698265212387,-1.3755268104817098,57.4361798660621
