time,pi_cc_d,pi_cc_q,theta_pll,gamma_pll,i_vsc_d,i_vsc_q,v_sh_d,v_sh_q,i_bus_d,i_bus_q
0.0,0.2515178727167332,0.06983522915522415,-0.000979603746903796,0.0,0.4976339107553488,-0.02000540475920631,0.9973891854258933,-0.039982398586593394,-0.5001550986564104,0.010003101973128216
0.002004008016032064,0.2515178727167354,0.0698352291553229,0.7545136193996446,-3.829761713290542e-9,0.4976339110618411,-0.02000540487665154,0.9973891867938838,-0.03998239852167474,-0.5001550989222943,0.010003101803565315
0.004008016032064128,0.2515178727166666,0.0698352291556353,1.5100068427309463,-3.078833173657774e-9,0.4976339106219512,-0.02000540500236158,0.9973891857936691,-0.039982398507212503,-0.500155098417882,0.010003101667599056
0.0060120240480961915,0.2515178727165733,0.06983522915606893,2.2655000660594014,-2.4339536586394773e-9,0.49763391019754194,-0.020005405071301358,0.9973891848257156,-0.03998239849116341,-0.5001550979507324,0.010003101586080641
0.008016032064128256,0.25151787271646564,0.0698352291565668,3.0209932893853213,-1.8824026251409194e-9,0.497633909806791,-0.0200054050988081,0.9973891839242499,-0.039982398474505985,-0.5001550975338832,0.010003101544521982
0.01002004008016032,0.2515178727163514,0.06983522915708758,3.776486512708987,-1.4127304426839577e-9,0.49763390946472447,-0.020005405096900714,0.9973891831179986,-0.03998239845823861,-0.5001550971780274,0.010003101531809866
0.012024048096192383,0.2515178727162364,0.06983522915760211,4.531979736030652,-1.0147236805744898e-9,0.4976339091831258,-0.020005405074939666,0.9973891824302795,-0.03998239844339448,-0.500155096891688,0.010003101539560215
0.014028056112224447,0.25151787271612486,0.06983522915809039,5.28747295935055,-6.7929020780574e-10,0.49763390897078547,-0.020005405040170017,0.9973891818790406,-0.039982398430943415,-0.5001550966810109,0.010003101561479079
0.01603206412825651,0.25151787271601983,0.06983522915853935,6.0429661826688825,-3.9834606652718523e-10,0.49763390883349007,-0.020005404998163626,0.9973891814768776,-0.03998239842179331,-0.5001550965497937,0.010003101592913193
0.018036072144288574,0.2515178727159234,0.06983522915894123,6.798459405985837,-1.64706634390659e-10,0.49763390877416036,-0.02000540495322813,0.9973891812310873,-0.039982398416721514,-0.5001550964993994,0.010003101630381135
0.02004008016032064,0.25151787271583687,0.0698352291592921,7.553952629301582,2.797685987559596e-11,0.49763390879282154,-0.020005404908490572,0.9973891811436749,-0.03998239841634248,-0.5001550965287923,0.010003101671454075
0.022044088176352703,0.2515178727157493,0.06983522915960166,8.30944585261649,1.9070113784835065e-10,0.4976339088903868,-0.020005404864099987,0.9973891812128872,-0.03998239842245667,-0.5001550966322383,0.010003101717869375
0.024048096192384766,0.25151787271568216,0.069835229159845,9.064939075930056,3.1301124077472333e-10,0.49763390905161453,-0.02000540482520664,0.9973891814254954,-0.03998239843140918,-0.5001550968088704,0.010003101761062706
