Index,"('voltage_source_4a_0', 'i_bus_d')","('voltage_source_4a_0', 'i_bus_q')","('gfli_23a_0', 'z_pll')","('gfli_23a_0', 'phase')","('gfli_23a_0', 'z_cc_d')","('gfli_23a_0', 'z_cc_q')","('gfli_23a_0', 'i_vsc_d')","('gfli_23a_0', 'i_vsc_q')","('gfli_23a_0', 'i_bus_d')","('gfli_23a_0', 'i_bus_q')","('gfli_23a_0', 'v_lcl_sh_d')","('gfli_23a_0', 'v_lcl_sh_q')","('gfli_23a_0', 'i_L_f')","('gfli_23a_0', 'v_dc_f')","('gfli_23a_0', 'i_dc_f')","('gfli_23a_0', 'i_load_f')","('gfli_23a_0', 'x_1')","('gfli_23a_0', 'x_2')","('gfli_23a_0', 'i_L')","('gfli_23a_0', 'v_dc')","('gfli_23a_0', 'i_load')","('constant_impedance_loads_0', 'i_bus_D')","('constant_impedance_loads_0', 'i_bus_Q')","('shunt_parallel_rc_0', 'v_bus_D')","('shunt_parallel_rc_0', 'v_bus_Q')","('shunt_parallel_rc_1', 'v_bus_D')","('shunt_parallel_rc_1', 'v_bus_Q')","('branch_series_rl_0', 'i_br_D')","('branch_series_rl_0', 'i_br_Q')"
"('voltage_source_4a_0', 'i_bus_d')",-37.69911184307752,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75397.28951748564,-375.32445153537674,0.0,0.0,0.0,0.0
"('voltage_source_4a_0', 'i_bus_q')",-376.99111843077515,-37.69911184307752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.32445153537674,-75397.28951748564,0.0,0.0,0.0,0.0
"('gfli_23a_0', 'z_pll')",0.0,0.0,0.0,-2374.999975000139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.7685718518073,2444.3031616386324,0.0,0.0
"('gfli_23a_0', 'phase')",0.0,0.0,1.0,-94.99999900000556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.990742874072293,97.7721264655453,0.0,0.0
"('gfli_23a_0', 'z_cc_d')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('gfli_23a_0', 'z_cc_q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('gfli_23a_0', 'i_vsc_d')",0.0,0.0,0.03698912187638192,-3.5139665412673655,2513.2741228718346,0.0,-12.56637061435917,376.99111843077515,-125.66370614359174,-879.645943005142,-2513.2741228718346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1843.7375945265005,-392.0496765375198,0.0,0.0
"('gfli_23a_0', 'i_vsc_q')",0.0,0.0,-0.801891445037418,-1714.5281072200632,0.0,2513.2741228718346,-376.99111843077515,-12.56637061435917,879.645943005142,-125.66370614359174,0.0,-2513.2741228718346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.83388450376816,1764.5585336042184,0.0,0.0
"('gfli_23a_0', 'i_bus_d')",0.0,0.0,0.010526315900276395,-1.0,0.0,0.0,0.0,0.0,-56.54866776461627,376.99111843077515,1884.9555921538758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1842.7402101895816,396.695361928885,0.0,0.0
"('gfli_23a_0', 'i_bus_q')",0.0,0.0,5.276315745014098,-501.2499905000529,0.0,0.0,0.0,0.0,-376.99111843077515,-56.54866776461627,0.0,1884.9555921538758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-284.9123945134568,-1327.0845550863894,0.0,0.0
