time,angle_pc,w_pc,p_pc,q_pc,gamma,i_vsc_a,i_vsc_b,i_vsc_c,v_sh_a,v_sh_b,v_sh_c,i_bus_a,i_bus_b,i_bus_c,gamma_tracker
0.0,0.5243240443824341,1.0,0.8183207610530043,0.6263413477576766,1.404296153289273,2.7206158796430095,-0.8442964045323719,-1.8763194751106365,1.7243554388239657,-0.24707789305603872,-1.4772775457679261,1.067286050884063,-0.7820648780263846,-0.28522117285767795,5.7383207610530045
0.01002004008016032,4.301790153143584,0.9999999972235903,0.8183271442251757,0.6263436839558827,1.404296029040793,-1.8350141785260174,-0.89688803434811,2.731902212869213,-0.9655248932193717,-0.8989746616329015,1.8644995548535146,-1.029043712822428,0.16547426283734312,0.8635694499791502,5.738320744767377
0.02004008016032064,8.079256250373302,0.9999999902873752,0.8183225943374427,0.6263419797553662,1.4042959904818113,0.23214099370283567,2.287539561093641,-2.5196805547999106,-0.17071909143202846,1.693670654453223,-1.5229515630211927,0.5885633104669795,0.5158220642214467,-1.1043853746917165,5.7383207043540585
0.03006012024048096,11.856722334958349,0.9999999943340703,0.8183208815018741,0.6263403853387355,1.4042960133975504,1.4614791586105191,-2.783899059616651,1.3224199010039013,1.2402041208662937,-1.8262179386122743,0.586013817745773,0.08199115812504665,-0.995438071998213,0.913446913870935,5.738320697952444
0.04008016032064128,15.634188426781748,0.9999999921280075,0.8183205382913001,0.6263395174724617,1.4042959487951505,-2.583807012814031,2.1921159956574114,0.3916910171550134,-1.8249086613915355,1.2449780850854353,0.5799305763060534,-0.7204804932288026,1.0859739669642052,-0.36549347373707747,5.73832067333922
0.0501002004008016,19.411654509024004,0.9999999914640662,0.8183282448720137,0.6263463918323682,1.4042959065355587,2.696192964236763,-0.7434785055025761,-1.9527144587348662,1.6963221653143827,-0.1770938558417312,-1.519228309472507,1.0773703047943777,-0.7520290050460802,-0.32534129974923287,5.7383206484657805
0.06012024048096192,23.18912059923139,0.9999999914740576,0.818325564176603,0.6263490829136507,1.404295833947981,-1.7546125521806424,-0.9958317383891009,2.7504442905702104,-0.9045891179092069,-0.9600588298093016,1.8646479477169704,-1.0131124948889987,0.12409058264975259,0.8890219122402664,5.7383206327324645
0.07014028056112225,26.96658668716443,0.9999999897093845,0.8183264224134347,0.6263440809695843,1.4042958500351188,0.12716476541513866,2.3458822702442688,-2.473047035662209,-0.24072891901847338,1.7219357840223402,-1.4812068650040573,0.5528195255853772,0.5523685290067765,-1.1051880545943564,5.73832060909897
0.08016032064128256,30.744052772356525,0.9999999939015067,0.8183179099944702,0.626338325660875,1.404295934564867,1.5499912134535503,-2.7789076746227934,1.2289164611681846,1.2919235079901477,-1.810660027306257,0.5187365193163064,0.12355428318657657,-1.0128569800231293,0.889302696834795,5.7383206072144235
0.09018036072144288,34.521518864041575,0.9999999929906787,0.8183174337925065,0.6263376565144496,1.4042958753924288,-2.621251388799553,2.1256953451015534,0.4955560436956177,-1.8381203486566458,1.191661277401019,0.6464590712554901,-0.7516157496608192,1.0774602600976784,-0.32584451043850937,5.738320590895657
0.1002004008016032,38.29898494719679,0.9999999909590851,0.8183280425347692,0.6263470001501436,1.4042958040685314,2.6678822276187004,-0.641581381392959,-2.026300846226042,1.665838463138549,-0.10685813623070761,-1.558980326907578,1.0858933200680623,-0.7209028341658111,-0.36499048590308536,5.7383205646421835
0.11022044088176353,42.0764510391026,0.9999999916127043,0.8183260257179223,0.6263496374126848,1.4042957406498755,-1.6716661246584172,-1.0933371302343784,2.765003254892597,-0.8423496401352962,-1.0197422120444255,1.8620918521795613,-0.9957030149780128,0.08252922301957234,0.9131737919575181,5.738320555713531
0.12024048096192384,45.85391712790792,0.9999999897707503,0.8183276487696487,0.6263447408786835,1.4042957549297654,0.02200390313014783,2.4008731763437625,-2.422877079476536,-0.3103933190010956,1.7477314311048426,-1.437338112104079,0.5162829079480046,0.588118419532115,-1.1044013274824072,5.738320535344479
0.13026052104208416,49.63138321467406,0.9999999943665644,0.8183154532892506,0.6263365926234972,1.404295870926371,1.6362943050467886,-2.769958413444208,1.1336641083956982,1.3418062204419285,-1.7925281775549864,0.45072195711322305,0.16494268951889057,-1.0288367595561991,0.863894070035589,5.738320538946562
0.1402805611222445,53.40884930722902,0.9999999935881502,0.8183151845182661,0.6263365202027876,1.404295814742298,-2.6549589412349914,2.0562463643499997,0.5987125768857561,-1.8487178871126353,1.13665035555531,0.7120675315577697,-0.7816830020361452,1.067414473728353,-0.28573147169230567,5.738320526419578
0.1503006012024048,57.186315391059566,0.9999999908248082,0.8183261770596506,0.6263460437943965,1.4042957353352374,2.6357605535836264,-0.5387651844786867,-2.09699536910521,1.6329717396322148,-0.03647015768009684,-1.596501581952189,1.0928634136601496,-0.6887452534837253,-0.40411816017665203,5.738320500356299
0.16032064128256512,60.96378148361281,0.99999999164452,0.8183247690136405,0.6263487336039922,1.4042956797245816,-1.5863316919874157,-1.1892852795817237,2.7756169715707726,-0.7789073550511738,-1.0779679039663055,1.856875259016468,-0.9768684391684047,0.04084981078177449,0.9360186283874563,5.738320494947977
0.17034068136272545,64.74124757264234,0.9999999896433747,0.8183268121134989,0.6263442294098734,1.404295695250714,-0.08319150137857745,2.452446372075214,-2.3692548706985503,-0.3796144808918543,1.77103225705771,-1.391417776165904,0.4790079865234115,0.6230259684908456,-1.1020339550160059,5.738320476431962
0.18036072144288576,68.51871365980536,0.9999999947658846,0.8183142939527174,0.626335782556739,1.4042958127501632,1.7202566014372653,-2.7570495804801456,1.036792979040557,1.3897763759947679,-1.7718413115701899,0.38206493557507926,0.20609732310605589,-1.0433520062357617,0.8372546831278552,5.738320484566001
0.1903807615230461,72.29617975231909,0.9999999939904938,0.8183144357661439,0.6263363835240027,1.4042957570597112,-2.684866485764911,1.983856060816354,0.7010104249472692,-1.8566783890742062,1.0800185575756336,0.7766598314978858,-0.8106372761419194,1.0558472173508513,-0.24520994120995177,5.738320474143398
0.2004008016032064,76.07364583589094,0.9999999907519984,0.818323190379866,0.6263440696278628,1.4042956921493006,2.5998857786803606,-0.43517951627897655,-2.164706262401605,1.5977774572616197,0.03397007467251595,-1.6317475319341164,1.0982767729699936,-0.6556058222727887,-0.4426709506973623,5.738320448104194
0.21042084168336672,79.85111192819457,0.9999999916206622,0.8183224025706846,0.6263468026024543,1.4042956428332478,-1.4987377445833074,-1.283543631398187,2.7822813759830396,-0.7143559736021922,-1.1346587036875575,1.8490146772904974,-0.9566410910502047,-0.0008883184784784504,0.9575294095276036,5.738320444675855
0.22044088176352705,83.62857801672169,0.9999999894315207,0.8183245288772977,0.626342932080224,1.4042956616774964,-0.18827090268798696,2.5005357254208365,-2.3122648227341642,-0.4482956867925673,1.7918133365542215,-1.3435176497615124,0.44105002895296613,0.6570453075587617,-1.098095336512875,5.738320426977019
0.23046092184368736,87.4060441035815,0.9999999950601361,0.8183156127542773,0.6263366640994664,1.404295747482871,1.8017477450253443,-2.740182384585433,0.9384346395602462,1.4357599748678835,-1.748620143654164,0.31286016878713624,0.2469599412066621,-1.0563795278878279,0.8094195866803684,5.738320438693245
0.24048096192384769,91.18351019545374,0.999999994054211,0.8183176000839709,0.6263386121062379,1.4042956810815659,-2.7109211461564966,1.9086211158816808,0.8023000302735331,-1.861986312900667,1.021842058029366,0.8401442548714224,-0.8384401117262825,1.0427767707084015,-0.2043366589836722,5.738320428707287
0.250501002004008,94.9609762782118,0.9999999907742196,0.8183196630388786,0.6263415603501697,1.4042956670160307,2.5603157806020063,-0.3309739348773857,-2.229341845725198,1.5603110786615115,0.10436255693482227,-1.664673635596208,1.1021296266049383,-0.6215340578448315,-0.48059556876092424,5.738320403661458
0.2605210420841683,98.73844236978566,0.9999999916273645,0.8183194928736403,0.6263442982357834,1.4042956223094876,-1.4090127492408673,-1.3759796036089698,2.7849923528502254,-0.6487892053560382,-1.1897374119362758,1.8385266172927492,-0.9350532721445161,-0.042625799567138495,0.9776790717092417,5.73832040133935
0.27054108216432865,102.51590845739966,0.9999999892348603,0.8183214550757075,0.6263412428899637,1.4042956455418547,-0.29308373999272497,2.5450751324075584,-2.251991392417597,-0.5163402220538431,1.8100497461121843,-1.293709524058431,0.4024643215701092,0.6901305948454058,-1.0925949164184001,5.738320383846803
0.280561122244489,106.29337454359215,0.9999999943448955,0.818322606770258,0.6263409418006555,1.4042956531210917,1.8806597293253293,-2.7194029224600795,0.8387431931328689,1.4796959847703741,-1.722901117429562,0.24320513265917948,0.28747364483712595,-1.067911428470347,0.7804377836314923,5.738320394692414
0.2905811623246493,110.07084063450826,0.9999999933167331,0.8183240311456146,0.6263425190557942,1.4042955935882775,-2.7330959103511376,1.8306590661826756,0.9024368441644749,-1.8646269425004784,0.9622009859560039,0.9024259565445814,-0.8650472598175181,1.0282205471952088,-0.16317328737985728,5.738320385503709
0.3006012024048096,113.84830671620429,0.9999999909190831,0.8183161857702753,0.6263389899767383,1.404295653034793,2.5171084471611054,-0.22629799010315377,-2.2908104570593255,1.5206280658209226,0.17460728767086647,-1.6952353534916331,1.1044182141940064,-0.5865794717935814,-0.5178387424019575,5.738320364638252
0.3106212424849699,117.62577280682375,0.9999999917085719,0.8183166031929148,0.6263416798138476,1.4042956110641,-1.3172851707196382,-1.4664606122476789,2.7837457829664944,-0.5823007580508439,-1.24312683171093,1.8254275897611862,-0.912137283913318,-0.08430326322464968,0.9964405471373684,5.738320362888865
0.32064128256513025,121.40323889333366,0.9999999891147981,0.8183182562547093,0.6263395584718356,1.4042956387351144,-0.39747945161359244,2.5859984976776844,-2.1885190460648243,-0.5836513742757725,1.825716563444324,-1.2420651891684202,0.36330615384005277,0.7222359960818332,-1.0855421499228264,5.738320345300195
0.3306613226452906,125.18070497868094,0.999999993682596,0.8183262520441144,0.6263431558468877,1.404295594171274,1.9568739769570356,-2.6947191278216103,0.7378451508637607,1.5214976456881475,-1.6947005750243942,0.17320292933682235,0.3275681547572932,-1.0778981488267656,0.750329994068609,5.738320354894057
0.3406813627254509,128.95817106851422,0.9999999926241878,0.8183272282580804,0.6263443137986892,1.4042955401580337,-2.7513521979010656,1.750069249108372,1.00128294879297,-1.8645837931032547,0.9011770524043731,0.9634067406992081,-0.890403245781434,1.0121809540508178,-0.12177770827002789,5.738320346229105
0.3507014028056112,132.73563714908263,0.9999999911901056,0.8183133530771243,0.6263368320913687,1.404295643810361,2.4703216697093753,-0.12130122989340475,-2.3490204398161083,1.478783880255683,0.2446042670131392,-1.723388147268261,1.1051387795348797,-0.5507915754236887,-0.5543472041122114,5.738320329668211
0.3607214428857715,136.5131032386702,0.9999999918808586,0.8183142982236227,0.6263394084637031,1.4042956024961015,-1.2236834740587716,-1.5548540746707795,2.7785375487293997,-0.5149843382669981,-1.2947497673350998,1.8097341056024345,-0.8879254293409542,-0.12586134025424545,1.0137867695938731,5.738320328165957
0.37074148296593185,140.29056932401633,0.9999999891083818,0.8183156012478792,0.6263382766905705,1.4042956336194077,-0.5013074766228306,2.623239729375054,-2.1219322527530933,-0.6501324323791337,1.8387888669091519,-1.1886564345297521,0.32363081579852,0.75331567996343,-1.0769464957631862,5.7383203103979445
0.3807615230460922,144.0680354084594,0.9999999931082135,0.8183272151401727,0.626343725457144,1.404295563296504,2.0302953156134667,-2.666184887788653,0.6358895721740694,1.5611185877514038,-1.6640723869220715,0.10295379917072423,0.3671903077609442,-1.0863355875334832,0.7191452797715767,5.7383203184769584
0.3907815631262525,147.8455014971884,0.9999999920113919,0.8183278567528823,0.6263444454069041,1.4042955135256148,-2.765681885633765,1.6669782370080013,1.0987036486242898,-1.8618716610870016,0.8388636279129223,1.0230080331741132,-0.9144803360237687,0.9946893453793155,-0.0802090093570525,5.738320310173177
