name,component,type,init
v_ref_d,voltage_source_4a_0,device,1.0015625054723274
v_ref_q,voltage_source_4a_0,device,-4.2803422281257796e-19
p_ref,gfmi_18a_0,device,-0.4924923444571674
q_ref,gfmi_18a_0,device,0.04005103695221772
v_ref,gfmi_18a_0,device,0.987732418714127
v_ground_D,constant_impedance_loads_0,device,0.0
v_ground_Q,constant_impedance_loads_0,device,0.0
