time,i_br_a,i_br_b,i_br_c
0.0,-1.019373129376859,0.8723856559650874,0.14698747341177137
0.01002004008016032,1.0688685612417514,-0.3019554184307242,-0.7669131428111222
0.02004008016032064,-0.7005375038745992,-0.38649273064371237,1.087030234518459
0.03006012024048096,0.058373682244579256,0.9238945370743096,-0.9822682193189671
0.04008016032064128,0.6065957940652033,-1.1001067588733058,0.49351096480769774
0.0501002004008016,-1.0344654965598947,0.8463351550741672,0.18813034148586183
0.06012024048096192,1.0579589030974725,-0.2617187537268955,-0.7962401493711716
0.07014028056112225,-0.667904981450389,-0.42519971187768724,1.0931046933298918
0.08016032064128256,0.01677358736180698,0.9459100747561403,-0.9626836621159133
0.09018036072144288,0.640912336931404,-1.096861288024383,0.45594895109474615
0.1002004008016032,-1.0480627300193208,0.8190600096570042,0.2290027203644754
0.11022044088176353,1.0455394855596176,-0.22110526628040544,-0.8244342192775403
0.12024048096192384,-0.6343224592395232,-0.46329685242111635,1.0976193116622306
0.13026052104208416,-0.024851753655445175,0.9665820458817905,-0.9417302922252665
0.1402805611222445,0.6743248005607794,-1.092062484885325,0.41773768432498976
0.1503006012024048,-1.0601708569226485,0.79062265142671,0.2695482054961901
0.16032064128256512,1.0316328249464084,-0.18017563733975706,-0.8514571876064867
0.17034068136272545,-0.5998358077044648,-0.5007313772118169,1.100567184914798
0.18036072144288576,-0.06644219503791315,0.9858811486485202,-0.919438953611326
0.1903807615230461,0.7067689185294616,-1.0856967886741067,0.37892787014396145
0.2004008016032064,-1.0707735161973813,0.7610633040730573,0.30971021212241023
0.21042084168336672,1.0162603236247638,-0.13898921559827904,-0.8772711080273806
0.22044088176352705,-0.564493064181351,-0.5374494816067305,1.1019425457875942
0.23046092184368736,-0.10793819375618907,1.0037792616022112,-0.8958410678467168
0.24048096192384769,0.7381929800823415,-1.0777674747499613,0.33957449466691336
0.250501002004008,-1.079854784033593,0.7304230201487336,0.3494317638848058
0.2605210420841683,0.9994430240790044,-0.09760467655749971,-0.901838347521453
0.27054108216432865,-0.5283457470020965,-0.5734005686900321,1.1017463156908522
0.280561122244489,-0.1492804596217121,1.0202487300181144,-0.8709682703979842
0.2905811623246493,0.7685587169303594,-1.0682944494412838,0.29973573250965646
