time,pi_cc_d,pi_cc_q,theta_pll,gamma_pll,i_vsc_a,i_vsc_b,i_vsc_c,v_sh_a,v_sh_b,v_sh_c,i_bus_a,i_bus_b,i_bus_c,int_vdc,v_dc,i_load
0.0,0.2489566221772049,0.05087378744520468,-0.042340516845684684,0.0,0.34367531018880804,-0.48798366785066266,0.14430835766185482,1.4591625311561314,-0.8813368539757489,-0.5778256771803819,-1.13301044692981,0.27574761708316825,0.8572628298466413,-0.7903926051307938,1.0,-0.38284937243942774
0.004008016032064128,0.24895661948575554,0.05087378898334662,1.4686452348908883,-0.000015542962293653214,0.38494394213159044,0.08572985086426994,-0.4706737929950576,0.26213929362739935,1.1212716248128745,-1.3834109184402703,0.2674125644839518,-1.130547656198148,0.8631350917149985,-0.7903926057720985,0.9999999900062019,-0.38284937243942774
0.008016032064128256,0.248956618188866,0.05087379634211355,2.9796318699524718,-9.588382485302377e-6,-0.29765573985736404,0.4982323281195228,-0.20057658826139638,-1.4278241546864583,1.0153831425126207,0.41244101217383583,1.164979362925316,-0.4109030998564405,-0.7540762630681159,-0.7903926059246092,1.0000000016853652,-0.38284937243942774
0.012024048096192383,0.24895661739666977,0.05087380125079248,4.490618459893828,-5.272630892742866e-6,-0.4205282720404091,-0.026167004770042357,0.4466952768111801,-0.4328334313933384,-0.9998840702026993,1.4327175015960376,-0.1281411584138209,1.0814246997064478,-0.9532835412918994,-0.7903926056893555,1.0000000095679857,-0.38284937243942774
0.01603206412825651,0.24895661693176097,0.05087380434994292,6.001605014881364,-2.198032708598153e-6,0.24738230430732916,-0.5013606658578459,0.25397836155124226,1.3760797350066747,-1.1349178355288476,-0.24116189947782463,-1.180298421412925,0.5401856526886228,0.6401127687250181,-0.7903926051943765,1.0000000146611387,-0.38284937243942774
0.02004008016032064,0.24895661664903956,0.05087380609179736,7.512591542649,-6.268743279809497e-8,0.45010251726673306,-0.033769833582721634,-0.4163326836833357,0.5973416122662606,0.8642064156977954,-1.461548027964047,-0.012961626645760598,-1.0168463484275285,1.029807975073939,-0.7903926045360106,1.0000000178562982,-0.38284937243942774
0.024048096192384766,0.24895661658265428,0.05087380687554724,9.023578049555569,1.3738500900919292e-6,-0.19357327352974854,0.4973235597815095,-0.30375028625112316,-1.3046683412692177,1.2382322708731524,0.06643607039606081,1.1787487575691828,-0.6617479622433242,-0.517000795325218,-0.7903926037846298,1.0000000194467282,-0.38284937243942774
0.028056112224448895,0.24895661664208324,0.05087380697311916,10.53456454043602,2.293074048658783e-6,-0.47324392489538847,0.09322412371316903,0.3800198011828289,-0.7533126888034468,-0.7161776692329404,1.469490358036387,0.15387916142770194,0.937735386969144,-1.0916145483962376,-0.7903926029911117,1.0000000200006938,-0.38284937243942774
0.03206412825651302,0.24895661680903167,0.050873806605103274,12.045551019107739,2.8348788992552487e-6,0.13699769439146417,-0.48617879577452877,0.34918110138364533,1.2146110364527902,-1.3238502667710041,0.10923923031821525,-1.1603527702537197,0.7738527608975192,0.38650000935677875,-0.7903926021915009,1.000000019710848,-0.38284937243942774
0.03607214428857715,0.2489566169639462,0.05087380589476878,13.556537488487628,3.104479045338724e-6,0.4896218145670433,-0.15134605594288753,-0.3382757586236508,0.8985175513928335,0.5579134261907012,-1.4564309775835307,-0.29259751186833155,-0.8452224999869572,1.1378200118557849,-0.7903926014113426,1.0000000190739073,-0.38284937243942774
0.04008016032064128,0.24895661717549333,0.05087380499649552,15.067523950862599,3.182110179649193e-6,-0.0784641572635956,0.46808560249045966,-0.3896214452263722,-1.1071945570674817,1.3905478488872773,-0.28335329181980573,1.1253731263461682,-0.8748977518476562,-0.2504753744979899,-0.7903926006672348,1.000000018074339,-0.38284937243942774
